Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000185148,,Edinburgh,1875,William Ballingall,"Classic Scenes in Scotland, by modern artists ... Engraved [and edited, with descriptive letter-press] by W. Ballingall","BALLINGALL, William.","Harvey, George|Paton, J. Noël (Joseph Noël) - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000185148,British Library HMNTS 10370.ff.18.
000186311,"[Another edition.] Réimpression textuelle faite sur l'unique exemplaire de l'édition originale, et accompagnée d'une notice et de notes par M. Charles Barry.",Bordeaux,1876,,[Histoire de la guerre de Guienne.],"BALTAZAR, Jean.","BARRY, Charles - of Toulouse",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186311,British Library HMNTS 9220.eee.8.
000186463,,London,1841,John Murray,"A Residence on the Shores of the Baltic. Described in a series of letters. [By Elizabeth Rigby, afterwards Lady Eastlake.]",,"RIGBY, Elizabeth - afterwards EASTLAKE (Elizabeth) Lady",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186463,British Library HMNTS 791.i.9.
000186464,"[Another edition.] Letters from the Shores of the Baltic. Second edition, with twenty etchings. [By Elizabeth Rigby, afterwards Lady Eastlake.]",London,1842,John Murray,"[A Residence on the Shores of the Baltic. Described in a series of letters. [By Elizabeth Rigby, afterwards Lady Eastlake.]]",,"RIGBY, Elizabeth - afterwards EASTLAKE (Elizabeth) Lady",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186464,British Library HMNTS 10106.df.15.
000188382,,Paris,1894,,"Balmaceda, su gobierno y la revolución de 1891","BAÑADOS ESPINOSA, Julio.","BALMACEDA, José Manuel - President of the Republic of Chile",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000188382,British Library HMNTS 9772.eee.15.
000189368,,London,1825,Longman & Co.,"Excursions from Bandon, in the South of Ireland. By a plain Englishman [i.e. Thomas Sheahan]",,"SHEAHAN, Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000189368,British Library HMNTS 792.c.32.(1.)
000189612,,London,1843,"Smith, Elder & Co.","Summer Excursions in the neighbourhood of Banff, and vicinity of Duff-House, Bridge of Alva, &c. &c. By a Deveronside poet [i.e. Alexander Harper. In verse]. To which are appended some notices of the works of art in Duff-House. [With plates and a map.]",,"HARPER, Alexander - Poetical Writer",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000189612,British Library HMNTS 1466.f.2.
000190876,,London,1731,W. Meadows; S. Billingsley,The Fall of the Earl of Essex ... Alter'd [by James Ralph] from the Unhappy Favourite of Mr. Banks. [In verse.],"BANKS, John - Dramatic Writer","RALPH, James - Miscellaneous Writer",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000190876,British Library HMNTS 642.h.28.(2.)
000191190,[Another edition.],Edinburgh; reprinted by B. Dewhirst,1770 [1815],John Balfour,"[Ancient Scottish Poems. Published from the MS. of G. Bannatyne. [Edited with a preface and glossary by Sir David Dalrymple, Lord Hailes.]]","BANNATYNE, George - Poet","DALRYMPLE, David - Sir, 3rd Bart., Lord Hailes",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191190,British Library HMNTS 991.i.12.|British Library HMNTS 79.d.18.
000191206,,Edinburgh,1806,Archibald Constable,"Journal of the Transactions in Scotland, during the contest between the adherents of Queen Mary, and those of her son, 1570, 1571, 1572, 1573. [Edited by J. G. Dalyell.]","BANNATYNE, Richard.","DALYELL, John Graham - Sir, Bart|PITCAIRN, Robert - Writer to the Signet|Mary - Queen of Scots",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191206,British Library HMNTS 600.e.20.|British Library HMNTS G.5272.|British Library HMNTS C.45.e.12.
000191424,,London,1877,Sampson Low & Co.,Africa and the Brussels Geographical Conference ... Translated by R. H. Major ... With a map,"BANNING, Emile.|BANNISTER, John - LL.D","MAJOR, Ralph Hermon.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191424,British Library HMNTS 10096.bbb.25.
000191623,,Bath,1844,Binns & Goodwin,"A Survey of the Holy Land; its geography history, and destiny. Designed to elucidate the imagery of Scripture, and demonstrate the fulfilment of prophecy ... With an introduction by the Rev. W. Marsh. Illustrated with maps and engravings","BANNISTER, John Thomas.","MARSH, William - D.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191623,British Library HMNTS 1298.f.4.|British Library HMNTS 1298.f.20.
000192427,,Oxford,1846,John Henry Parker,The Baptistery ... By the author of “The Cathedral” [i.e. Isaac Williams]. Third edition,,"WILLIAMS, Isaac - Fellow of Trinity College, Oxford",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000192427,British Library HMNTS 11652.k.69.
000192659,,London,1891,Henry Frowde,"The Vision of Barabbas, and other poems. [By John Joseph Brown.]",,"BROWN, John Joseph.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000192659,British Library HMNTS 11651.g.41.
000193941,,London,1874,Samuel Tinsley,"Barbara's Warning. A novel. By the author of “Recommended to Mercy” [i.e. Matilda C. Houstoun], etc",,"HOUSTOUN, Matilda Charlotte.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000193941,British Library HMNTS 12631.n.3.
000193942,,London,[1880.],J. & R. Maxwell,"The Story of Barbara; her splendid misery, and her gilded cage. A novel. By the author of “Lady Audley's Secret” [i.e. Mary E. Braddon]",,"Braddon, M. E. (Mary Elizabeth)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000193942,British Library HMNTS 12640.g.8.
000194186,,London,"1835, [1735]","Charles Corbett, etc","A Voyage to Barbary, for the Redemption of Captives; performed, in 1720, by the Mathurin-Trinitarian Fathers, Fran, Comelin, Philemon de la Motte, and Jos. Bernard. Now first Englished [by J. Morgan] from the French original [of P. de La Motte]. With lists of ... slaves ransomed ... from Mequeniz: also very exact draughts of that place, Alcasar, Oran, and its neighbourhood, with maps, etc: [Voyage pour la redemption des captifs, aux royaumes d'Alger et de Tunis.]",,"BERNARD, Joseph - Abbé",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194186,British Library HMNTS 1047.g.2.
000194380,,Saint-Dizier,1876,,"Lettres ... sur la Révolution française, publiées pour la première fois et précédées d'une introduction par J. Carnandet. (Le Père Barbe; épisode de 1793. [By Joséphine Amet.])","Barbe, Philippe.","CARNANDET, Jean Baptiste.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194380,British Library HMNTS 9225.bb.13.
000194519,,Philadelphia,1830,Carey & Lea,"The History of Louisiana, particularly of the cession of that colony to the United States of America ... Translated ... by an American citizen [i.e. William B. Lawrence]","BARBÉ-MARBOIS, François de - Marquis","LAWRENCE, William Beach.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194519,British Library HMNTS 1061.k.9.
000194801,,"Cooperstown, N.Y",1846,H. & E. Phinney,"Pictorial History of the State of New York, etc. [Compiled from the “Historical Collections of the State of New York,” by J. W. Barber and Henry Howe, published in 1841.]","BARBER, John Warner.","HOWE, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194801,British Library HMNTS 9603.d.11.
000194807,,New York,1845,The Authors,"Historical Collections of the State of New Jersey ... relating to its history and antiquities, with geographical descriptions of every township in the State. [With illustrations.]","BARBER, John Warner - and HOWE (Henry)","HOWE, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194807,British Library HMNTS 1447.g.19.
000194808,[Another edition.],"Newark, N.J",[1852],J. H. Bradley,"[Historical Collections of the State of New Jersey ... relating to its history and antiquities, with geographical descriptions of every township in the State. [With illustrations.]]","BARBER, John Warner - and HOWE (Henry)","HOWE, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194808,British Library HMNTS 1447.g.21.
000194809,,New-York,1846,S. Tuttle,"Historical Collections of the State of New York ... relating to its history and antiquities, with geographical descriptions of every township in the State","BARBER, John Warner - and HOWE (Henry)","HOWE, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194809,British Library HMNTS 1446.g.12.
000194842,,London,1734,C. Rivington,"Poems on several Occasions. [With a letter from Dean Swift to Lord Orrery, prefixed; and laudatory verses to the author, by Constantia Grierson.]","BARBER, Mary - Writer of Verse","GRIERSON, Constantia - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194842,British Library HMNTS 642.l.3.|British Library HMNTS 77.k.8.
000198332,,Albany,1869,Joel Munsell,"Sailing Directions of Henry Hudson, prepared for his use in 1608, from the old Danish of Ivar Bardsen. With an introduction and notes ... by ... the Rev. B. F. De Costa","BÁRĐARSON, Ívar.","DE COSTA, Benjamin Franklin.|Hudson, Henry",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000198332,British Library HMNTS 10460.dd.8.
000198441,,Kjøbenhavn,1846,,"Stormen paa Stralsund af et combineret dansk og hollandsk Troppecorps den 31te Mai 1809, med forudgaaende Fortælling af Schills Krigerliv, samt nogle Episoder fra Hertugen af Brunsvig-Oels's Streiftog igjennem Tydskland i Juli og August 1809. Met et Oversigtskaart, en Plan af Stralsund og 12 mindre Planer samt Portraiter af Generallieutenant v. Ewald, Major v. Schill og Hertugen af Brunsvig-Oels","BARDENFLETH, Frederik Løvenørn von.","SCHILL, Ferdinand von.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000198441,British Library HMNTS 9435.e.8.
000199549,,Stockholm,1846,,Märkvärdigheter rörande Sveriges förhållanden 1788-1794 ... Utgifna efter författarens handskrift [by G. O. Hyltén-Cavallius],"BARFOD, Johan Christopher Georg.","HYLTÉN-CAVALLIUS, Gunnar Olof.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000199549,British Library HMNTS 9435.dd.6.
000199977,"[Another edition.] The Ingoldsby Legends ... Edited, with notes introductory and illustrative, by R. H. Dalton Barham. (Annotated edition.).",London,1870 [1869],Richard Bentley,[The Ingoldsby Legends ... Second edition. [First series. With illustrations by George Cruikshank and John Leech.]]: Ingoldsby Legends. Complete Editions,"Ingoldsby, Thomas","BARHAM, Richard Harris Dalton.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000199977,British Library HMNTS 11650.g.1.
000201740,,London,1870,Macmillan & Co.,"Station Life in New Zealand. [With a preface signed: F. N. B., i.e. Sir Frederick N. Broome.]","BARKER, afterwards BROOME, Mary Anne - Lady","B., F. N.|BROOME, Frederick Napier - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000201740,British Library HMNTS 10491.pp.3.
000203445,,London,1846,"Simpkin, Marshall & Co.",Barnard. A modern romance. [By John Stores Smith. In verse.],,"SMITH, John Stores.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000203445,British Library HMNTS 1466.f.38.
000203579,,Albany,1838,Oliver Steele,Speeches and Reports in the Assembly of New York at the annual session of 1838. [The editor's preface signed: J. B. V. S.],"BARNARD, Daniel Dewey.","S., J. B. V.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000203579,British Library HMNTS 1061.g.87.
000203888,,New York,1863,D. Van Nostrand,"Report of the Engineer and Artillery Operations of the Army of the Potomac, from its organization to the close of the Peninsular Campaign, etc","BARNARD, John Gross - and BARRY (William F.)","BARRY, William Farquhar.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000203888,British Library HMNTS 9604.cc.2.
000207289,,Budapest,1891,,"Magyarország története középiskolák alsó osztályai és polgári fiúiskolák számára ... Térképekkel, etc","BARÓTI, Lajos - and CSÁNKI (Dezső)","CSÁNKI, Dezső.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000207289,British Library HMNTS 09315.e.5.
000207672,,London,[1866.],"Cassell, Petter, & Galpin",The Child's Garland of Little Poems ... With illustrative borders by Giacomello,"BARR, Matthias.","GIACOMELLI, Hector.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000207672,British Library HMNTS 11651.h.15.
000209253,,London,1896,Innes & Co.,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.","TRAILL, Henry Duff.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209253,British Library HMNTS 9503.ee.19.
000209256,,London,1895,Bliss & Co.,"Charterhouse. 1611-1895, in pen and ink ... With a preface by G. E. Smythe","BARRETT, Charles Raymond Booth.","SMYTHE, George Edward.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209256,British Library HMNTS 10349.pp.2.
000209364,,London,1866,Chapman & Hall,"A Selection from the Poetry of Elizabeth Barrett Browning. [With a prefatory note signed: R. B., i.e. Robert Browning. With a portrait.]: Smaller Collections","Browning, Elizabeth Barrett","B., R.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209364,British Library HMNTS 11612.c.24.
000209472,,London,1873,Sampson Low & Co.,The Rhyme of the Duchess May. [From “Poems”] ... Illustrated by Charlotte M. B. Morrell: Single Works,"Browning, Elizabeth Barrett","MORRELL, Charlotte M. B.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209472,British Library HMNTS 11651.k.23.
000209530,,New-York,1868,Thomas Whittaker,"The True Mary: being Mrs. Browning's poem: “The Virgin Mary to the Child Jesus” [from “The Seraphim, and other poems”], with comments and notes ... Edited by W. A. Muhlenberg. [The annotator's preface signed: A. A.]: Single Works","Browning, Elizabeth Barrett","Alcoholics Anonymous.|MUHLENBERG, William Augustus.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209530,British Library HMNTS 11650.g.6.
000210570,,London,1885,Remington & Co.,The Devil's Portrait ... Translated ... by E. Wodehouse,"BARRILI, Anton Giulio.","WODEHOUSE, Evelyn.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000210570,British Library HMNTS 12619.w.7.
000211440,,Paris,[1886],,"Les Environs de Paris. Ouvrage illustré de ... dessins d'après nature par G. Fraipont et accompagné d'une carte, etc","BARRON, Louis.","FRAIPONT, Gustave.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211440,British Library HMNTS 10170.k.4.
000211441,,Paris,[1891],,Les Fleuves de France. La Garonne ... Ouvrage orné de 153 dessins par A. Chapon,"BARRON, Louis.","CHAPON, A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211441,British Library HMNTS 10169.d.4.
000211442,,Paris,[1888],,Les Fleuves de France. La Loire ... Ouvrage orné de 134 dessins par A. Chapon,"BARRON, Louis.","CHAPON, A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211442,British Library HMNTS 010171.h.15.
000211443,,Paris,[1892],,Les Fleuves de France. Le Rhône ... Ouvrage orné de 168 dessins par A. Chapon,"BARRON, Louis.","CHAPON, A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211443,British Library HMNTS 010171.g.7.
000211444,,Paris,[1889],,Les Fleuves de France. La Seine ... Ouvrage orné de 175 dessins par A. Chapon,"BARRON, Louis.","CHAPON, A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211444,British Library HMNTS 010171.h.31.
